company,department,title,name,theme,article_title,publish_date,article_url,keyword
株式会社サイバーエージェント・キャピタル,,,矢﨑 啓太,追加出資した投資家,賃貸の初期費用分割払い「スムーズ」、総額7億円でシリーズCをファーストクローズ,2026-06-29,https://prtimes.jp/main/html/rd/p/000000015.000058784.html,部長
サニーサイドアップ合同会社,経理部,部長,前田康二郎,著者の職歴・経営経理の専門家,あなたは人から避けられる「老害」か？ 尊敬される「メンター」か？ 部下から信頼される上司になるための秘訣をたっぷり詰め込んだ書籍『メンターになる人、老害になる人。』第5刷重版を実施！,2025-04-08,https://prtimes.jp/main/html/rd/p/000000758.000080658.html,マネジャー
株式会社サムスン電子,MX事業部カスタマーエクスペリエンス室,副社長兼室長,Jay Kim,インテリジェントアイウェア開発の責任者,SamsungとGoogleがインテリジェントアイウェアを正式公開,2026-05-22,https://prtimes.jp/main/html/rd/p/000000932.000030942.html,マネージャー
株式会社サムスン電子,ビジュアルディスプレイ（VD）事業部,社長兼事業部長,SW Yong,テレビのAI搭載技術について登壇,【CES 2026】Samsung、CES 2026「The First Look」で“AIライフパートナー”を提案,2026-01-07,https://prtimes.jp/main/html/rd/p/000000859.000030942.html,部長
株式会社サムスン電子,デジタルアプライアンス（DA）事業部,副社長兼事業部長,Cheolgi Kim,スマート家電のホームパートナー化について紹介,【CES 2026】Samsung、CES 2026「The First Look」で“AIライフパートナー”を提案,2026-01-07,https://prtimes.jp/main/html/rd/p/000000859.000030942.html,部長
さむらい行政書士法人,イミグレーション事業部,副部長／行政書士,熊川 樹里,初めての外国人採用に向けた設計と準備についての登壇者,ジンザイベース、外国人材の採用・育成・定着をテーマとするオンラインカンファレンス(11/18)に登壇,2025-11-05,https://prtimes.jp/main/html/rd/p/000000026.000086077.html,部長
サンスター,,グループCLO,荒木協和,パネルディスカッション登壇者,経済産業省・中野 剛志 氏、「ロジックス カンファレンス 2025」登壇決定,2025-10-07,https://prtimes.jp/main/html/rd/p/000000077.000071415.html,部長
有限会社サンスターグループ,グローバル研究開発部,基盤研究開発部長,山下健太郎,SUNSTAR Award副賞の贈呈者,第69回春季日本歯周病学会学術大会にて日本歯周病学会　学会賞（SUNSTAR Award）受賞者発表,2026-06-04,https://prtimes.jp/main/html/rd/p/000000537.000005120.html,部長
有限会社サンスターグループ,マーケティング部統括部 広告コミュニケーション部デジタル戦略グループ,デジタル戦略グループ長,浜辺康平,coorum research先行導入企業のコメント,Asobica、顧客の本音が自然に集まるリサーチツール「coorum research」を正式リリース。顧客理解の新手法としてメーカーやリテール業界が活用,2024-10-08,https://prtimes.jp/main/html/rd/p/000000165.000030943.html,課長
有限会社サンスターグループ,マーケティング部統括部 広告コミュニケーション部デジタル戦略グループ,,高柳美希,coorum research先行導入企業のコメント,Asobica、顧客の本音が自然に集まるリサーチツール「coorum research」を正式リリース。顧客理解の新手法としてメーカーやリテール業界が活用,2024-10-08,https://prtimes.jp/main/html/rd/p/000000165.000030943.html,課長
サンタ・マリア・ノヴェッラ・ジャパン株式会社,,マーケティングマネジャー,稲垣元気,心を揺さぶるPR事例の提供,BRUTUS編集部と考える“PR”。全国19の企業や行政の「心を揺さぶるPR。」を2/3発売号の付録小冊子で,2025-02-03,https://prtimes.jp/main/html/rd/p/000001499.000000112.html,課長
サントリー株式会社,近畿圏統括支社,支社長,松谷 隆吉,講演者として登壇,【3月3日～14日】西口一希氏、音部大輔氏ら登壇　無料マーケティングセミナー「日経クロストレンド・カレッジ春フェス2025」開催,2025-02-03,https://prtimes.jp/main/html/rd/p/000000012.000144174.html,課長
サントリー株式会社,宣伝部,課長,中村勇介,ドラマとブランドの共創型コミュニケーションに関する登壇,【開催まであと1週間】「テレビカンファレンス2024」ステージでは様々なプログラムを展開！,2024-10-30,https://prtimes.jp/main/html/rd/p/000000260.000030888.html,課長
サントリーコンシェルジュサービス株式会社,経営企画本部 管理部 総務グループ,部長,小田切 裕美子,BCP改善・再構築支援プロジェクト関係者,【事例紹介】サントリーコンシェルジュサービスがBCPの実効性を一層強化,2026-07-15,https://prtimes.jp/main/html/rd/p/000000096.000146919.html,部長
サントリーコンシェルジュサービス株式会社,経営企画本部 管理部 総務グループ,グループ長,井村 真理子,BCP改善・再構築支援プロジェクト関係者,【事例紹介】サントリーコンシェルジュサービスがBCPの実効性を一層強化,2026-07-15,https://prtimes.jp/main/html/rd/p/000000096.000146919.html,部長
サントリーコンシェルジュサービス株式会社,CS推進本部 CS2部 CS福岡グループ Gユニット,ユニット長,髙口 和弥,CCAJコンタクトセンター・セミナー2025登壇者（スピーカー）,アルティウスリンク、9月25日（木）「CCAJコンタクトセンター・セミナー2025 in福岡」 に登壇,2025-09-11,https://prtimes.jp/main/html/rd/p/000000419.000019180.html,マネージャー
サントリーフラワーズ株式会社,青果事業部,執行役員 青果事業部長,阿部寛,セッションプログラムパネリスト,食のカンファレンス！フードジャパンサミットin宮崎開催決定！獺祭の桜井会長らリーダーが集まる。,2025-09-02,https://prtimes.jp/main/html/rd/p/000000009.000123653.html,部長
サントリーホールディングス,サプライチェーン本部 物流部,部長,塚田 哲也,講演者として登壇,経産省、セイノー、日本郵便、サントリー、NEXT Logistics Japan他から講演多数 『ReVision商用車・物流サミット2024』 2月29日開催,2024-02-08,https://prtimes.jp/main/html/rd/p/000000057.000028236.html,課長
合同会社サンブリッジ・パートナーズ,,ゼネラルパートナー,ポール・グリム,コパードの日本市場展開支援についてのコメント,コパード、サンブリッジパートナーズとの提携により日本での事業を拡大,2025-01-08,https://prtimes.jp/main/html/rd/p/000000002.000155348.html,課長
株式会社サンマルクカフェ,,社長,小山典孝,セッションプログラムパネリスト,食のカンファレンス！フードジャパンサミットin宮崎開催決定！獺祭の桜井会長らリーダーが集まる。,2025-09-02,https://prtimes.jp/main/html/rd/p/000000009.000123653.html,部長
株式会社サンミュージックプロダクション,,マネージャー,しまだマン,お笑い芸人担当マネージャー、ライブ企画・運営,3人のマネージャーしまだによる、3事務所合同お笑いライブ「しまだ寄席」開催決定！,2023-10-13,https://prtimes.jp/main/html/rd/p/000000252.000047561.html,マネジャー
合資会社サンリオ,,常務執行役員,濵﨑皓介,講演登壇者,満席につき、サテライト講演を増枠！　バイロン・シャープ氏が登壇　「日経クロストレンドFORUM 2026」（7月28日～30日）,2026-07-13,https://prtimes.jp/main/html/rd/p/000000324.000041279.html,部長
合資会社サンリオ,デジタル事業本部 デジタル事業開発部,,田口 歩,セミナー登壇者（顧客体験プラットフォーム戦略推進担当）,【来週開催｜会場図公開】マーケティング展示会【2月26日(木)-27日(金) / 東京ビッグサイト】,2026-02-19,https://prtimes.jp/main/html/rd/p/000000205.000011263.html,マネージャー
株式会社ジェイック,First Career Division 事業部,事業部長・執行役員,柳井田彰,新卒採用レポートの執筆者,2026年6月の「人材採用動向レポート」を発表～新卒採用、マーケティング職の中途採用の最新トレンドを解説,2026-06-10,https://prtimes.jp/main/html/rd/p/000000114.000118301.html,部長
株式会社ジェイック,,執行役員,東宮 美樹,登壇者として紹介,KIZASHI、「生成AI時代のリスキリングサミット2024」登壇者第5弾を発表,2024-09-04,https://prtimes.jp/main/html/rd/p/000000048.000093899.html,課長
株式会社ジェイテクト,イノベーション本部 研究開発センター 研究統括部/知的財産部,部長（統括）,気田 健久,GenAI/SUM2025ワークショップの登壇者,GenAI/SUM2025（10/6～8）、CEATEC2025（10/14～17）に新ツール「AI Ninja」と共に出展致します。,2025-10-01,https://prtimes.jp/main/html/rd/p/000000277.000021559.html,部長
ジェーシービー,コミュニケーション推進部統括グループ,,岩崎 也寸志,パネリストとして登壇,コールセンター/CRM デモ＆コンファレンス in 東京にてビジョナリーエンジン代表の小栗とCAIOの小澤が登壇,2025-10-26,https://prtimes.jp/main/html/rd/p/000000031.000110065.html,部長
